Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,,
Wikipedia,297752,"Thanks, firstly, for the affirmation and work on <url>; it was yesterday's featured article! As a related article, I've been working on <url> - what do you think would be necessary to get it to FA?",13,21,21,25,22,AD317NO9623GZ,A28TXBSZPWMEU9,A28K8ST8B2XU0N,A28ZB4ZB13BWAI,A29B522D0BX6HN,1.387036406,20.4,Polite,0.858163477,,,
Wikipedia,339977,"I have found a better citation for reference 7, but am not sure how to insert the page number (p. 97 from the book cited).  Do you know the right format for this?",17,15,18,21,21,A2UFD1I8ZO1V4G,AYG3MF094634L,A3L8MJ1C4OEDGV,A3TFQK7QK8X6LM,AZ1RJVNOZFIWV,0.658334375,18.4,Polite,0.768237371,,,
092011 Bicycles,2246,"You didn't answer the question though - why single speed rather than fixed? What prompted the choice (after 8 years, didn't you ever consider the option?)",9,9,5,10,1,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3OZ8KF0HWSVWK,A3GLUDQZGEJL5G,A309BLCQJHQULO,-1.858351391,6.8,Rude,0.422261312,,,
Wikipedia,413233,Hey thanks for reassessing the <url> article to B class. So what's need to be done to make it GA?,17,21,17,21,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,1.327308584,19.2,Polite,0.86940238,,,
Wikipedia,549635,Why are you putting <nowiki><person></nowiki> on several pages related with Yu-musicians? IMO this is a pretty <strike>stup</strike> meaningless stub to have; why not <nowiki><person></nowiki> instead?,7,5,13,1,13,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A30BBO4BCZVILB,AIPK94CUWL45W,-1.264187081,7.8,Rude,0.518329462,,,
Wikipedia,479716,I've been talking to Bill Oakley on Twitter and he's going to direct message me a few minor changes to his article. Do you have any suggestions for how that could be acceptable as a source?,17,25,15,21,17,A2UFD1I8ZO1V4G,A1UEZLJ583HSV5,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AIPK94CUWL45W,0.863128194,19,Polite,0.275079529,,,
092011 Physics,29479,@Georg: Yes. Did you read my comments?,11,5,9,3,13,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A233ONYNWKDIYF,A1KC138MX47DXA,A1CIIX0CB0GR7H,-1.405058627,8.2,Rude,0.388447339,,,
Wikipedia,585216,"Thanks for telling me. Do you just perform the rename, and I then re-create the account to take it for myself?",17,17,17,20,17,AISPSIJ54U4SC,AE3D6SE2D8UPQ,AYG3MF094634L,A1E0EK09CA5OIO,AZOAW8JH5HJJK,1.054783965,17.6,Polite,0.567162087,,,
092011 Physics,30,How lay are we talking about here?  Do you have some knowledge of Galilean dynamics and Newtonian mechanics?,21,17,17,17,21,A2F3HD9YL0LRLK,A23312XQ2AQ91W,ARYGQ46IMW8AU,A32VJLRWGMYGSU,A1FF4KWG1G44QE,0.677985256,18.6,Polite,0.113425373,,,
092011 Stack Overflow,5141201,"sounds suspiciously like homework.  if it is, what have you done to solve the problem yourself?",13,9,5,9,8,A2UFD1I8ZO1V4G,ARYGQ46IMW8AU,AO3XB5I5QNNUI,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,-1.612545968,8.8,Rude,0.205977644,,,
Wikipedia,356288,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,10,24,17,21,16,A6YO9886DY2SC,AO5E3LWBYM72K,A3KVLFBRO8X2MZ,A1E0EK09CA5OIO,A2UBXHCHM2I6IL,0.760308853,17.6,Polite,0.891762384,,,
092011 Electrical Engineering,9688,"TSOP is a series of IR receivers by [Vishay](http://www.vishay.com/ir-receiver-modules/), here it doesn't mean ""thin small outline package"" or something like that. Right, gomek?",25,17,25,25,22,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2WFNPUI1JSPG4,A1FF4KWG1G44QE,A2JJLF3PI5XJ0I,1.885191034,22.8,Polite,0.62224519,,,
Wikipedia,509497,"Comply with what your talk page says, get off and study!!!! Have you willpower?",9,5,1,2,8,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,-1.612908619,5,Rude,0.092277226,,,
092011 Stack Overflow,1386227,"Your problem is not fully specified - when there is a blob you wish to identify, may there be other filed cells on the board separate from the blob? Also you talk about ""similarity"" - but are you after a precise pattern match or an approximate one?",17,19,13,18,21,A2UFD1I8ZO1V4G,A1KC138MX47DXA,AD1IH74UX9IAI,A2BKPNKU3EG41Z,A38EGQEYZHRQNC,0.588490132,17.6,Polite,0.222689324,,,
092011 Stack Overflow,4978616,"Sorry, I thought I had. It's a simple game, ""Guess My Number - The computer picks a random number between 1 and 100> The player tries to guess it and the computer lets the player know if the guess is too high, too low or right on the money"" Forgive me, I'm new here, should I have explained further?",17,13,20,21,21,A2UFD1I8ZO1V4G,A3EJ5TT2ZGBIDA,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A1Z7WT01G55LDC,0.850907612,18.4,Polite,0.233608523,,,
092011 Stack Overflow,7094551,"Thank you, after some experimenting, this seems to be the way to go. Any thoughts on how to move the reparented component back to its original place in DOM (and ExtJS component hierarchy) once the window is closed?",17,21,18,24,21,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A2WNASUFKMJEW8,A34M93NJC830DP,2.657227943,20.2,Polite,0.904763263,,,
Wikipedia,338855,"Which little tag are you referring to? As for your second question, that does depend on a couple of things- you can send it through the official OTRS address, if you like, and someone will get to you in due course, but you're welcome to forward the email to me personally at jmilburninfaerun AT gmail.com, and I'll take a look at it for you, and upload the image/explain why it's not possible?",17,21,18,17,17,A16PRU8T6NZLN5,A1TLLJDX8H4JP1,A2UBXHCHM2I6IL,A1RT9SQ9D9DLOV,A3FGBGZ4RKH712,1.023573639,18,Polite,0.598863153,,,
092011 Statistical Analysis,11509,"@mpiktas, sorry, could you clarify? A link to some kind of work illustrating what?",14,21,20,21,22,A3RLCGRXA34GC0,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A32VJLRWGMYGSU,ARX0S1CIDJLOX,1.733721685,19.6,Polite,0.714252985,,,
092011 Stack Overflow,4263973,"Its related to an algorithm for finding unique sets of a given number of items, so I just wanted to know if that had a name or if I was already looking at it.  Is my question still off topic?",16,17,16,21,19,A3RP70I4XDGOIS,A2UFD1I8ZO1V4G,A14TK8NCD4CUN1,A872FSFU7WV6W,A3OY0OL2M0HUTT,1.143869991,17.8,Polite,0.582927069,,,
Wikipedia,355369,"Right, but not all of it. So can you retrieve it or not?",9,5,5,9,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ASDKBXZBSJNZD,A2QH1BQA6GR48O,A19ZT0TQPFA2,-1.796080226,6.6,Rude,0.124994698,,,
092011 Stack Overflow,5158269,That's a lot of complicated code for something which could probably be shown a lot more simply. Care to provide a much simpler example... and an actual *question* to go with it?,3,9,6,12,5,A33SMNMTMIOJ6T,A1G05O3HM7DNVZ,AD1IH74UX9IAI,A2BKPNKU3EG41Z,A34M93NJC830DP,-2.29267002,7,Rude,0.003057186,,,
092011 Unix and Linux,3439,"I was somewhat confused, but after a while thinking I agree that although requiring the same answer, the question is different. Is there somewhere a guideline to this?",17,20,13,25,21,A233ONYNWKDIYF,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A13HSR88OUNIVP,0.700126958,19.2,Polite,0.05818104,,,
092011 Cooking,9056,What does 'N.B.' stand for?,17,17,13,21,21,A233ONYNWKDIYF,ARYGQ46IMW8AU,A28TXBSZPWMEU9,A32VJLRWGMYGSU,ARX0S1CIDJLOX,0.913173769,17.8,Polite,0.853987666,,,
092011 Unix and Linux,5141,"Please read this again: ""you can use the amount of time it takes for it to invalidate you help guess if part of your credentials are correct"". Aren't you missing something there?",17,21,17,21,16,AO3XB5I5QNNUI,A2FN70BKJJ950Q,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A29B522D0BX6HN,1.423797704,18.4,Polite,0.766978194,,,
092011 Stack Overflow,1512335,What you can't understand? Binary search at all or just authors description?,1,9,11,9,7,A3H8M155NBFE1L,A2NPNKSW89BODS,A1HBDQ0BJQBA4Q,A3DKR227NQCH4X,A3OY0OL2M0HUTT,-1.182412335,7.4,Rude,0.842307613,,,
Wikipedia,622653,Because Wikipedia is an encylopaedia not a free advertising and self promotion venue. Why do you keep abusing it?,9,13,5,5,11,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1BJTTNDDFZ3ZP,A3454T4PU9GJM0,A2ULMYRKQMNNFG,-1.221359108,8.6,Rude,0.484458193,,,
092011 Stack Overflow,2438515,"A few more details are required. What's your latitude, longitude, date and timezone...?",13,18,20,16,21,A2OXXHGAM7B0Y,A3EJ5TT2ZGBIDA,A17G2LOYX7WQZ,A1HBDQ0BJQBA4Q,A3OY0OL2M0HUTT,0.591334539,17.6,Polite,0.766140179,,,
Wikipedia,620143,Mind <url>. Since when one edit after protection expiry is disruptive editing or editwarring?,5,6,8,9,5,A377FGOJB9OTNG,A1N6LHJ8AZZ85F,AVHARSCRX7M9E,AC25X12LNYY6Y,A22CF8BF9YQND7,-0.998237875,6.6,Rude,0.291481575,,,
,,"Wow, you are a horrendous failure. ",,,,,,,,,,,,,Rude,0.679142294,,,
Wikipedia,485803,What?!  Why did you resolve this without dealing with the User I mentioned?,5,1,6,1,4,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2AMGE57IJVSHF,A3U7P73AIQVS9S,-1.95107563,3.4,Rude,0.528322411,,,
Wikipedia,618720,Good advice from Garion96 there. Would you please come to the talk page of the template and voice your opinion?,16,21,18,18,17,A2QN0EGBRGJU1M,A1VE0KG5BAO7EU,AYG3MF094634L,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,1.050609566,18,Polite,0.26868352,,,
Wikipedia,93204,"On reflection it's up for GA peer review, preparatory to trying for FAC. Would you care to <url>?",17,17,21,17,17,A233ONYNWKDIYF,A1QV3X9YMQQ3OQ,A3OW54MEVDKXJL,A1JK9DYKWYZZEK,AZ1RJVNOZFIWV,0.609391721,17.8,Polite,0.388836055,,,
092011 Stack Overflow,4381645,"@RPM1984: its just so utterly wrong though! You seem like a smart guy, where did you get the idea from?",1,9,15,8,8,A23FB7HE970AZJ,A14TK8NCD4CUN1,A125P73OQSRNI5,A3EJ5TT2ZGBIDA,A1KC138MX47DXA,-1.788353955,8.2,Rude,0.30105901,,,
Wikipedia,624848,"""New dictator?""  Who's the old one?  And who are ""others in your gang""?",6,9,6,1,17,A22SZHZTF72TRM,AO5E3LWBYM72K,AVHARSCRX7M9E,A3TFQK7QK8X6LM,A3FGBGZ4RKH712,-1.083675058,7.8,Rude,0.359318649,,,
Wikipedia,346297,"Oh? You know something I don't, Friday?",9,10,13,1,2,A233ONYNWKDIYF,AYG3MF094634L,A2MWGIVIKOXWYM,A22CF8BF9YQND7,A38N58BSMTA0BE,-1.399569722,7,Rude,0.33673038,,,
Wikipedia,294087,"The benefit of a version of the sentence is that it helps clarify the differences between Lavoisier and Priestley; however, we need to be careful that we don't convey the wrong impression to the reader. How best to do this?",25,17,17,13,19,ANGX5PAAYGL9P,AVWFW00UYDVUD,A1BJTTNDDFZ3ZP,A1TLLJDX8H4JP1,A1F4D2PZ7NNWTL,0.88412669,18.2,Polite,0.897087797,,,
092011 English Language and Usage,62509,"I'm sorry, but it's still not clear.  Are you saying that it _is_ correct grammar?",9,5,13,11,5,AO3XB5I5QNNUI,A2FNOKJNY7E5WP,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A32VJLRWGMYGSU,-1.225414462,8.6,Rude,0.775377509,,,
092011 Stack Overflow,5971595,@Mitch: I have given you my answer. Can you give your's now?,9,5,13,1,11,ARYGQ46IMW8AU,A2OTEOJC764LEP,AO3XB5I5QNNUI,A1TWD4UTLWVYAQ,A1Z7WT01G55LDC,-1.483013656,7.8,Rude,0.212708177,,,
092011 English Language and Usage,6384,"You'll need to be more specific about your example in (c).  What are complete sentences/contexts that you use one of these two phrases, and why is one closer to German?",17,18,17,15,21,A233ONYNWKDIYF,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A32VJLRWGMYGSU,1.106325321,17.6,Polite,0.188863514,,,
092011 Stack Overflow,4841569,"@joelt -- good point, which I think is the ultimate debate going on now by the answerers below, but I would like to know (@everyone) how much of a difference is it at the beginning until they converge?  How significant is it to affect the resulting algori",20,21,15,21,23,A2TMSM19YCEXLE,A3E157ZN8XPUKJ,A14TK8NCD4CUN1,AO3XB5I5QNNUI,AFHAH1BIN51GI,1.123165947,20,Polite,0.200268147,,,
092011 English Language and Usage,7750,(1) Thanks for the explanation that the verb “section” here is indeed an abbreviation.  (2) Can you please fix the link to “Blog”?,9,21,17,21,22,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A2MWGIVIKOXWYM,0.960437697,18,Polite,0.032596338,,,
Wikipedia,144921,"Um, what?  So presumably you'd like to change ""Irish footballer and manager"" to ""Republic of Ireland-born association footballer and coach (sports)...""?",5,13,6,9,9,A16PRU8T6NZLN5,A2UFD1I8ZO1V4G,A3MN5VOZFQPNZF,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.233121564,8.4,Rude,0.507441798,,,
Wikipedia,63922,"Hello Alex! Since you are experienced in ''botovodstvo'', could you help us with the issue <url>?",17,17,21,16,21,A16PRU8T6NZLN5,A233ONYNWKDIYF,AW6UIL04MLQ9N,A2H8VMF0FQIFUM,A1DTQSIIYIZL62,0.879262131,18.4,Polite,0.969161384,,,
092011 Ask Ubuntu,25851,"Can you please try to clean-up your question if you want anybody to figure out what your problem may be (use `edit` button, use `code` tags). What is your boot priority in BIOS?",17,18,21,15,22,A233ONYNWKDIYF,A23312XQ2AQ91W,A1KQ5WV7BT3QAS,A28TXBSZPWMEU9,A13HSR88OUNIVP,0.83794507,18.6,Polite,0.813826449,,,
092011 Ask Ubuntu,35138,@user12739 Give us more information please. What problem are you having exactly?,21,14,17,15,21,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A32VJLRWGMYGSU,A2JJLF3PI5XJ0I,A1LRRDBA84ITCJ,0.790887992,17.6,Polite,0.475449444,,,
092011 Stack Overflow,3953846,"I remember having a similar problem. However, the link to the full code seems broken, could you update it?",13,18,17,21,21,A2UFD1I8ZO1V4G,A2Y0ZGI29KQBTB,A3EJ5TT2ZGBIDA,A1TWD4UTLWVYAQ,A3DKR227NQCH4X,0.557770346,18,Polite,0.390945845,,,
Wikipedia,607819,"Thanks for the <nowiki>{{For</nowiki> templates on Tkachyovs, they help a lot. Maybe in this case we should use the patronimics in the titles and have Alexander Tkachyov as a disambig?",17,21,17,19,21,A233ONYNWKDIYF,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,A3TFQK7QK8X6LM,A1DTQSIIYIZL62,1.208044846,19,Polite,0.200146979,,,
Wikipedia,526560,"I'd really like to keep the image, just because it's of a Medal of Honor winner.  Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",19,19,17,17,17,ANGX5PAAYGL9P,ANMGOZ451W9ZN,A1KC138MX47DXA,A1F4D2PZ7NNWTL,AZ1RJVNOZFIWV,0.598718244,17.8,Polite,0.08356598,,,
092011 Apple,1248,Have you tried running it from the command line? `softwareupdate --list` to see if it spits out any errors?,21,21,15,20,14,A3IS283P2CECZJ,ALQJX7I6J8LDT,A28TXBSZPWMEU9,ARX0S1CIDJLOX,A1T5YMBH35PDBX,0.934482634,18.2,Polite,0.221651646,,,
092011 Stack Overflow,1355248,Does it REALLY have to be IrfanView? Why not a free library like FreeImage or ImageMagick?,5,9,14,11,5,A2USG66RL7MM4E,A233ONYNWKDIYF,AYG3MF094634L,A14TK8NCD4CUN1,A320SR22MPGY17,-0.936974939,8.8,Rude,0.121217836,,,
Wikipedia,152342,Thank you for correcting the error on my user page. I have a question how does one go about archiving his talk history?,19,21,17,16,25,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AD317NO9623GZ,A28TXBSZPWMEU9,A236MXN66UEJW6,1.144155877,19.6,Polite,0.241740654,,,
092011 Physics,3241,Ising ?? or Icing ??,17,17,13,24,17,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2J65ZHAJQDKAC,A32VJLRWGMYGSU,0.68066186,17.6,Polite,0.30973524,,,
Wikipedia,542167,"Thanks for reverting <url> - that was actually me, unlogged in. OK if I re-revert?",14,17,21,18,21,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2GD31JIW0OCYO,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.624676094,18.2,Polite,0.4757784,,,
092011 Apple,6261,"Well, that didn't take long. The Mac App Store was released, what, less than two hours ago?",21,21,13,13,25,AO3XB5I5QNNUI,A3IS283P2CECZJ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2MWGIVIKOXWYM,0.861663769,18.6,Polite,0.691233564,,,
092011 Home Improvement,5348,@Micheal- Thanks.Could you please elaborate on how I could set this up?,21,21,16,17,22,A233ONYNWKDIYF,A125P73OQSRNI5,A3OZ8KF0HWSVWK,A22SZHZTF72TRM,A1IL3EEC2BN53J,1.193126896,19.4,Polite,0.195222687,,,
Wikipedia,251401,"Hey, I saw you edited the Dark Tower Series page. I was just wondering if you were a fan of the series?",17,13,21,17,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3GOI327COFGY5,ANVEDG15GV3QE,1.076328118,17.8,Polite,0.478205563,,,
092011 Stack Overflow,250339,"I agree, The question is almost claiming that you can't debug with a debugger in an IDE this is not the case. You can run a debugger with or without an IDE, I'm sure he knows that though :) Maybe he is asking about visual debuggers specificly?",15,17,21,17,19,A33SMNMTMIOJ6T,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A3OW54MEVDKXJL,A14TK8NCD4CUN1,1.143819367,17.8,Polite,0.988906884,,,
Wikipedia,83789,"OK, I've started the deletion debate at <url>. As a major contributor, would you mind indicating there that you agree with deleting the page?",21,17,21,17,15,A233ONYNWKDIYF,AE3D6SE2D8UPQ,AO5E3LWBYM72K,A3H7G3TQXAYGYD,AZOAW8JH5HJJK,0.914611627,18.2,Polite,0.636182168,,,
Wikipedia,433551,Shane I reverted the edit you made this moring <url> but on second thought I would like some advice.  Is it implied in stub that they do not have references or is it appropriate to mark stubs as requiring a reference?,23,13,17,25,17,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,A29B522D0BX6HN,0.834044945,19,Polite,0.908906268,,,
Wikipedia,630786,"Hi, Matt. Aren't you supposed to be banned?",9,1,5,9,8,A1486XFUE4FA27,A9Y5N2QRY4PNW,AE3D6SE2D8UPQ,A2UBXHCHM2I6IL,A2MR8AA4I9S89Y,-1.490325865,6.4,Rude,0.314875508,,,
Wikipedia,606749,Made a bunch of changes to the <url> article. What do you think?,24,14,21,17,18,A3G9MSZVWB7W42,A36UK50UE5YFVZ,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A38N58BSMTA0BE,0.746635129,18.8,Polite,0.808218628,,,
092011 Bicycles,2915,"""Bike tires don't need tread to handle rain."" Excuse me? Since when?",5,5,6,1,19,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3OZ8KF0HWSVWK,A22SZHZTF72TRM,A1IL3EEC2BN53J,-1.901193635,7.2,Rude,0.453492603,,,
Wikipedia,288449,Hello? You going to answer this?,9,1,10,4,5,A2UFD1I8ZO1V4G,A1T546143DSJDI,AYG3MF094634L,A2LQ33BQ8G259D,A1Y3Z92RE62NPS,-2.254306312,5.8,Rude,0.742265228,,,
Wikipedia,609750,Ok thank you so much. How long have you been on Wikipedia?,13,17,21,21,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1GIK4ZW3WYSTU,A3S5L3I8O3Q2G,A2AMGE57IJVSHF,1.081796328,17.8,Polite,0.660591197,,,
Wikipedia,342064,I reverted your change to the Pet Shop Boys article - it was kind of a bizarre change (i would have considered it the work of a vandal were it not for the seemingly valid other wikipedia work you've done). ?,5,12,1,13,1,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A00613921OIEGJA322163,A19ZT0TQPFA2,-1.876211586,6.4,Rude,0.707967772,,,
Wikipedia,297092,Thanks for your assistance in the review of the Brian Keith review at the DYK! The user has cited the Internet Movie Database before?,21,13,21,23,21,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A13CO3B2BRXQLZ,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,1.226522263,19.8,Polite,0.47847483,,,
092011 Stack Overflow,6804874,@shane87: How did you generate the managed type of the `photo` variable you are calling through? What is the IDL of the COM method?,20,12,18,19,21,ATHS9GUME1XCA,A28ZB4ZB13BWAI,A17G2LOYX7WQZ,A2WGBPEN45GJNF,A3DKR227NQCH4X,0.481460383,18,Polite,0.153591591,,,
Wikipedia,419605,"Thank you.  It's a strange hobby, isn't it?",15,24,16,17,17,AW6UIL04MLQ9N,AO5E3LWBYM72K,A3MN5VOZFQPNZF,A24VFD1THQRMFO,A3R708BQ3N67PY,0.835662633,17.8,Polite,0.092401849,,,
Wikipedia,423462,"What does this have to do with Zeitgeist? I posted on your talk page because this is no longer remotely about the article, why are you continuing to quarrel here?",5,13,7,5,2,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AVWFW00UYDVUD,AD1IH74UX9IAI,A38N58BSMTA0BE,-1.623132524,6.4,Rude,0.209791707,,,
Wikipedia,445180,I think it's time we considered a perma-block on the IP in question. Comments?,21,21,13,25,17,A1J7EVLCZZQSEM,A16PRU8T6NZLN5,AEWF3138PFWEN,A1TMK6G1BLKVS2,A3EJ5TT2ZGBIDA,0.892847122,19.4,Polite,0.454019805,,,
Wikipedia,629097,"Hello, it was requested that some of the details be removed so as to make the article a bit more general. Is that ok?",21,21,17,17,18,ANGX5PAAYGL9P,AVWFW00UYDVUD,A1BJTTNDDFZ3ZP,A1TLLJDX8H4JP1,A1F4D2PZ7NNWTL,1.055432151,18.8,Polite,0.00604086,,,
Wikipedia,627774,Thanks for striking out the comment. Any chance of a support/oppose vote?,14,22,17,21,25,AYG3MF094634L,AO5E3LWBYM72K,ARYGQ46IMW8AU,A3CFNUD7VR2E1E,A34ZSF2JSRXIRP,0.845322092,19.8,Polite,0.945856775,,,
092011 Stack Overflow,5856501,"This should also be tagged ""regex"", but only five tags are allowed. This question seems only peripherally related to the Python language, so perhaps that tag should be replaced?",21,21,18,15,17,A3FHCACAJU25J6,A2AE4MZVUX9JPX,A17NUCNTE4BJK6,A3TXO6RKFIDFUV,A2WGBPEN45GJNF,0.748402376,18.4,Polite,0.288040586,,,
Wikipedia,223116,"I was looking for some help with editing portals, I've read up on some stuff but still don't quite understand. Do you think you could help me?",17,25,16,17,23,A2QN0EGBRGJU1M,A1VE0KG5BAO7EU,AYG3MF094634L,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,1.296805455,19.6,Polite,0.534642292,,,
